epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,7550.2,2.73449,1.04653,1.5371,0.86367,0.79558,0.85049,0.52464,2.66533,0.80262,1.53706,0.005611,0.005611,0.005611
135,7606.67,2.73676,1.03388,1.54886,0.86339,0.7947,0.85038,0.52521,2.66208,0.80149,1.53603,0.005578,0.005578,0.005578
136,7663.29,2.7095,1.04383,1.54485,0.86264,0.79768,0.85023,0.52435,2.65465,0.80114,1.53473,0.005545,0.005545,0.005545
137,7719.9,2.70904,1.0369,1.53674,0.86922,0.79403,0.85046,0.5251,2.64477,0.80043,1.53375,0.005512,0.005512,0.005512
138,7776.32,2.73522,1.0387,1.54027,0.86749,0.79458,0.85121,0.52585,2.63668,0.79879,1.53229,0.005479,0.005479,0.005479
139,7832.81,2.69794,1.03863,1.53165,0.86631,0.79539,0.85204,0.52652,2.63005,0.79884,1.5314,0.005446,0.005446,0.005446
140,7889.48,2.74108,1.04653,1.54068,0.86184,0.79881,0.85202,0.52671,2.62651,0.79771,1.53026,0.005413,0.005413,0.005413
141,7945.48,2.70333,1.04046,1.53754,0.86322,0.79864,0.85198,0.52675,2.62391,0.79769,1.52954,0.00538,0.00538,0.00538
142,8001.27,2.69148,1.03255,1.52631,0.86809,0.79583,0.85249,0.52761,2.62333,0.79626,1.52779,0.005347,0.005347,0.005347
143,8057.26,2.71016,1.02955,1.53621,0.86545,0.79628,0.85351,0.52737,2.62086,0.79561,1.52691,0.005314,0.005314,0.005314
144,8113.84,2.70757,1.03716,1.53765,0.86901,0.79392,0.85327,0.52763,2.61479,0.79357,1.52626,0.005281,0.005281,0.005281
145,8170.62,2.71103,1.04299,1.53443,0.86791,0.79451,0.85279,0.5278,2.60599,0.79324,1.52493,0.005248,0.005248,0.005248
146,8226.99,2.70917,1.03916,1.53199,0.86764,0.79721,0.85311,0.52861,2.60188,0.79286,1.52444,0.005215,0.005215,0.005215
147,8283.36,2.69755,1.02879,1.52094,0.8647,0.79873,0.85417,0.52777,2.60244,0.79204,1.52471,0.005182,0.005182,0.005182
148,8339.02,2.70031,1.0238,1.53036,0.86371,0.80074,0.85496,0.52793,2.59931,0.79064,1.52368,0.005149,0.005149,0.005149
149,8394.4,2.69344,1.02361,1.52759,0.8637,0.79762,0.85532,0.52792,2.59745,0.78997,1.52297,0.005116,0.005116,0.005116
150,8449.9,2.63657,1.01415,1.51866,0.86884,0.7916,0.85518,0.52854,2.59564,0.78937,1.52282,0.005083,0.005083,0.005083
151,8505.99,2.66112,1.02868,1.5296,0.87027,0.79172,0.85547,0.52839,2.59359,0.78821,1.5223,0.00505,0.00505,0.00505
152,8561.93,2.67772,1.01833,1.52573,0.87136,0.79121,0.85531,0.52859,2.59382,0.78748,1.52227,0.005017,0.005017,0.005017
153,8617.94,2.66093,1.01623,1.51856,0.87018,0.7925,0.85549,0.5294,2.59261,0.7871,1.52189,0.004984,0.004984,0.004984
154,8674.18,2.69192,1.019,1.52211,0.87023,0.79285,0.85564,0.52904,2.59253,0.78661,1.52204,0.004951,0.004951,0.004951
155,8730.17,2.61628,1.00819,1.51545,0.87124,0.79207,0.85623,0.52936,2.59048,0.78649,1.52142,0.004918,0.004918,0.004918
156,8786.92,2.63528,1.01305,1.51294,0.87442,0.79365,0.85652,0.52938,2.5892,0.78595,1.52059,0.004885,0.004885,0.004885
157,8844.28,2.64226,1.00614,1.51097,0.87272,0.79378,0.85659,0.52971,2.58887,0.7855,1.51986,0.004852,0.004852,0.004852
158,8901.37,2.61016,1.01592,1.51296,0.87292,0.79394,0.85665,0.53057,2.58532,0.78513,1.51909,0.004819,0.004819,0.004819
159,8957.52,2.62947,1.00374,1.51238,0.87148,0.79378,0.85663,0.5305,2.58143,0.78394,1.5183,0.004786,0.004786,0.004786
160,9013.86,2.6333,1.00771,1.51068,0.86773,0.79637,0.85638,0.53047,2.5788,0.78318,1.51794,0.004753,0.004753,0.004753
161,9069.87,2.66127,1.01777,1.51793,0.86655,0.79743,0.85632,0.52967,2.57841,0.78257,1.51763,0.00472,0.00472,0.00472
162,9125.63,2.59907,1.00895,1.50516,0.86409,0.80047,0.85637,0.52942,2.57497,0.78238,1.51724,0.004687,0.004687,0.004687
163,9181.43,2.63901,1.0215,1.51297,0.86479,0.79972,0.8569,0.53018,2.57308,0.78202,1.51666,0.004654,0.004654,0.004654
164,9237.33,2.6273,1.01094,1.51394,0.86673,0.79916,0.85717,0.53055,2.57161,0.78154,1.51598,0.004621,0.004621,0.004621
165,9293.08,2.60793,1.00165,1.50766,0.86518,0.80062,0.85738,0.53073,2.56819,0.78085,1.51527,0.004588,0.004588,0.004588
166,9348.82,2.5932,1.00371,1.50423,0.86488,0.80078,0.85757,0.53059,2.565,0.78029,1.51442,0.004555,0.004555,0.004555
167,9404.84,2.61686,1.00147,1.50967,0.86409,0.80374,0.85808,0.53106,2.56404,0.77993,1.51411,0.004522,0.004522,0.004522
168,9460.38,2.61583,1.00033,1.50471,0.86384,0.80332,0.85826,0.53091,2.56336,0.77973,1.51369,0.004489,0.004489,0.004489
169,9516.59,2.60684,0.99323,1.50192,0.86439,0.80326,0.85805,0.53094,2.56505,0.77948,1.51337,0.004456,0.004456,0.004456
170,9572.76,2.62848,0.99613,1.50524,0.8651,0.80266,0.85835,0.53115,2.56554,0.77902,1.51311,0.004423,0.004423,0.004423
171,9629,2.61999,0.99711,1.50657,0.86531,0.80332,0.85862,0.53114,2.56547,0.77896,1.51281,0.00439,0.00439,0.00439
172,9685.26,2.59754,0.99446,1.50371,0.86512,0.80401,0.85854,0.53097,2.56561,0.77849,1.51231,0.004357,0.004357,0.004357
173,9741.69,2.58656,0.99632,1.49925,0.86352,0.80448,0.85829,0.53099,2.56577,0.77792,1.51165,0.004324,0.004324,0.004324
174,9798.43,2.58903,0.98694,1.49993,0.86482,0.80416,0.85837,0.53143,2.56719,0.77772,1.51172,0.004291,0.004291,0.004291
175,9854.36,2.5457,0.99082,1.493,0.86565,0.80399,0.85857,0.53129,2.56607,0.77735,1.51118,0.004258,0.004258,0.004258
176,9910.07,2.5782,0.98012,1.49688,0.86597,0.80367,0.85853,0.53124,2.56545,0.77734,1.51104,0.004225,0.004225,0.004225
177,9965.99,2.56318,0.98903,1.50035,0.86464,0.80579,0.85878,0.53152,2.56422,0.7769,1.51062,0.004192,0.004192,0.004192
178,10021.7,2.5672,0.99026,1.50122,0.86592,0.80574,0.85886,0.53163,2.56331,0.77679,1.51006,0.004159,0.004159,0.004159
179,10078.2,2.59641,0.98917,1.50024,0.86702,0.80447,0.85893,0.53158,2.56498,0.77619,1.5099,0.004126,0.004126,0.004126
180,10134.6,2.59639,0.99663,1.49694,0.86837,0.80362,0.85876,0.53167,2.56315,0.7761,1.50959,0.004093,0.004093,0.004093
181,10190.6,2.61747,1.0026,1.5037,0.86795,0.80355,0.85917,0.53238,2.56346,0.77547,1.50934,0.00406,0.00406,0.00406
182,10246.7,2.58099,0.9789,1.4934,0.86781,0.80564,0.85967,0.5324,2.56042,0.77514,1.50896,0.004027,0.004027,0.004027
183,10302.8,2.5257,0.97327,1.48868,0.8685,0.80531,0.85997,0.53245,2.55681,0.77459,1.50854,0.003994,0.003994,0.003994
184,10359.3,2.57332,0.98094,1.49366,0.86933,0.8045,0.86015,0.53207,2.55631,0.77417,1.50831,0.003961,0.003961,0.003961
185,10415.9,2.5467,0.98103,1.48577,0.86451,0.81077,0.86049,0.53135,2.55443,0.7737,1.50819,0.003928,0.003928,0.003928
186,10472.3,2.55021,0.98382,1.49137,0.86569,0.81091,0.8607,0.53162,2.55236,0.77362,1.50766,0.003895,0.003895,0.003895
