epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,20852.3,0.64005,0.78265,1.38666,0.91482,0.84645,0.89835,0.56571,0.62317,0.59767,1.3741,0.005611,0.005611,0.005611
135,21009.4,0.64163,0.78828,1.39401,0.91305,0.84785,0.89897,0.56603,0.6231,0.59687,1.37348,0.005578,0.005578,0.005578
136,21167.3,0.63917,0.78919,1.39066,0.91151,0.85162,0.89848,0.56573,0.62298,0.59583,1.3741,0.005545,0.005545,0.005545
137,21324.1,0.64233,0.78101,1.3908,0.91169,0.85224,0.89939,0.56599,0.62315,0.59509,1.37376,0.005512,0.005512,0.005512
138,21482.3,0.64088,0.77791,1.39349,0.91238,0.85305,0.90015,0.56631,0.62311,0.59528,1.37316,0.005479,0.005479,0.005479
139,21644.2,0.63994,0.77764,1.38799,0.91286,0.85396,0.90008,0.56631,0.62313,0.59502,1.37284,0.005446,0.005446,0.005446
140,21804.5,0.63847,0.77425,1.38633,0.91176,0.85586,0.9002,0.56624,0.62296,0.59461,1.37216,0.005413,0.005413,0.005413
141,21962.6,0.63922,0.77694,1.37945,0.913,0.85401,0.90056,0.56713,0.62284,0.59418,1.37144,0.00538,0.00538,0.00538
142,22119.2,0.63873,0.76742,1.37534,0.91375,0.85447,0.90099,0.5666,0.62275,0.59278,1.3711,0.005347,0.005347,0.005347
143,22275.8,0.63839,0.77051,1.37534,0.91544,0.85381,0.90127,0.5662,0.62296,0.59219,1.37088,0.005314,0.005314,0.005314
144,22432.4,0.64023,0.77083,1.37987,0.91657,0.85364,0.90166,0.56639,0.6229,0.59141,1.37041,0.005281,0.005281,0.005281
145,22588.4,0.63732,0.77071,1.38093,0.91672,0.85326,0.90173,0.56659,0.62304,0.59063,1.37009,0.005248,0.005248,0.005248
146,22745.9,0.63981,0.77366,1.37404,0.91635,0.85408,0.90181,0.56694,0.62291,0.58998,1.36959,0.005215,0.005215,0.005215
147,22902.8,0.63695,0.77134,1.36742,0.91669,0.85399,0.90213,0.56673,0.62294,0.59073,1.36885,0.005182,0.005182,0.005182
148,23058.4,0.63654,0.77082,1.37236,0.91582,0.85495,0.90169,0.56669,0.623,0.59032,1.36834,0.005149,0.005149,0.005149
149,23214.8,0.63765,0.76253,1.37202,0.91469,0.85512,0.90189,0.56609,0.62309,0.59041,1.36812,0.005116,0.005116,0.005116
150,23370.7,0.63897,0.76794,1.36925,0.91553,0.85547,0.9016,0.56629,0.62324,0.59039,1.36806,0.005083,0.005083,0.005083
151,23527.3,0.6376,0.76596,1.37116,0.91282,0.85648,0.90204,0.56678,0.62316,0.58988,1.3673,0.00505,0.00505,0.00505
152,23684.3,0.63713,0.76153,1.37137,0.91537,0.85599,0.90205,0.56709,0.6231,0.58934,1.36651,0.005017,0.005017,0.005017
153,23841.3,0.63789,0.76681,1.37199,0.91488,0.85652,0.90193,0.56696,0.62306,0.58871,1.36581,0.004984,0.004984,0.004984
154,23998.3,0.63577,0.75953,1.36729,0.91595,0.85562,0.90261,0.56699,0.62291,0.58844,1.36517,0.004951,0.004951,0.004951
155,24155.6,0.63644,0.76204,1.36853,0.9161,0.85599,0.90232,0.5668,0.62304,0.5887,1.36509,0.004918,0.004918,0.004918
156,24312.2,0.63773,0.76193,1.3713,0.91615,0.85358,0.90328,0.56705,0.62296,0.58863,1.36462,0.004885,0.004885,0.004885
157,24470.8,0.63649,0.75545,1.35965,0.9155,0.85362,0.90324,0.56666,0.62296,0.58807,1.36439,0.004852,0.004852,0.004852
158,24628,0.63701,0.75181,1.36354,0.91689,0.85182,0.90321,0.56579,0.62291,0.58804,1.36401,0.004819,0.004819,0.004819
159,24785.2,0.63659,0.75799,1.3728,0.91753,0.84935,0.90309,0.56662,0.6227,0.5877,1.36367,0.004786,0.004786,0.004786
160,24942.3,0.63723,0.7653,1.3719,0.91718,0.85145,0.90317,0.56614,0.62261,0.5873,1.3633,0.004753,0.004753,0.004753
161,25099.3,0.6369,0.75475,1.37261,0.91479,0.85245,0.903,0.56643,0.62246,0.58706,1.36319,0.00472,0.00472,0.00472
162,25256.6,0.6358,0.76287,1.37181,0.91496,0.85228,0.90308,0.56655,0.62245,0.58658,1.36303,0.004687,0.004687,0.004687
163,25412.9,0.63569,0.75729,1.36862,0.91301,0.8521,0.9027,0.56683,0.62234,0.58639,1.36273,0.004654,0.004654,0.004654
164,25570.3,0.63669,0.757,1.36302,0.91227,0.85217,0.90249,0.56668,0.62224,0.58632,1.36214,0.004621,0.004621,0.004621
165,25728.5,0.63609,0.74992,1.35864,0.91177,0.85263,0.90224,0.56721,0.62222,0.58567,1.36156,0.004588,0.004588,0.004588
166,25884.9,0.63734,0.75495,1.36108,0.91176,0.85257,0.90198,0.56706,0.62234,0.58524,1.36121,0.004555,0.004555,0.004555
167,26041.8,0.63623,0.75353,1.35974,0.9129,0.85215,0.90208,0.56702,0.62232,0.58456,1.36079,0.004522,0.004522,0.004522
168,26198.2,0.63637,0.74531,1.35088,0.91349,0.85215,0.90214,0.56714,0.62237,0.58499,1.36064,0.004489,0.004489,0.004489
169,26354.4,0.63412,0.74956,1.3584,0.91859,0.85076,0.90201,0.56746,0.62239,0.58462,1.36048,0.004456,0.004456,0.004456
