epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
106,5923.29,1.30107,0.82688,1.28703,0.89586,0.86181,0.90039,0.5671,1.21923,0.62504,1.27946,0.006535,0.006535,0.006535
107,5979.52,1.30477,0.8431,1.29837,0.89771,0.85903,0.90027,0.56695,1.22096,0.62506,1.27928,0.006502,0.006502,0.006502
108,6035.86,1.30162,0.83019,1.29409,0.90999,0.84817,0.90143,0.56837,1.21901,0.62452,1.27901,0.006469,0.006469,0.006469
109,6092.35,1.29862,0.82656,1.29278,0.90858,0.84904,0.90166,0.56878,1.21983,0.62442,1.28061,0.006436,0.006436,0.006436
110,6148.36,1.29709,0.83405,1.29184,0.912,0.84714,0.90154,0.56849,1.21835,0.62521,1.27878,0.006403,0.006403,0.006403
111,6203.78,1.29121,0.82618,1.2897,0.90658,0.85035,0.90174,0.56966,1.21476,0.62216,1.27756,0.00637,0.00637,0.00637
112,6259.25,1.29804,0.82155,1.28768,0.90083,0.85804,0.90254,0.57115,1.2122,0.62158,1.27515,0.006337,0.006337,0.006337
113,6314.9,1.29501,0.828,1.28864,0.90443,0.85604,0.90369,0.57399,1.21102,0.62086,1.27432,0.006304,0.006304,0.006304
114,6370.43,1.30178,0.82862,1.28817,0.90229,0.85713,0.90201,0.57283,1.20993,0.62049,1.27184,0.006271,0.006271,0.006271
115,6426.14,1.29236,0.81712,1.2854,0.90314,0.85792,0.9011,0.57287,1.21053,0.61968,1.27172,0.006238,0.006238,0.006238
116,6482.36,1.29958,0.83283,1.28537,0.90223,0.86017,0.90215,0.57352,1.21066,0.61983,1.27128,0.006205,0.006205,0.006205
117,6538.36,1.29729,0.8173,1.28948,0.90187,0.86038,0.90205,0.57294,1.21103,0.61925,1.27135,0.006172,0.006172,0.006172
118,6594.52,1.29262,0.81504,1.28561,0.90203,0.85693,0.90151,0.57245,1.21194,0.61958,1.27204,0.006139,0.006139,0.006139
119,6650.09,1.30315,0.82696,1.28931,0.90422,0.85815,0.90017,0.57177,1.21291,0.62032,1.27226,0.006106,0.006106,0.006106
120,6706,1.29004,0.81625,1.28322,0.90578,0.85655,0.89971,0.57238,1.21238,0.61887,1.27202,0.006073,0.006073,0.006073
121,6761.66,1.30342,0.82519,1.28383,0.90071,0.85897,0.9002,0.57279,1.21207,0.61855,1.27095,0.00604,0.00604,0.00604
122,6816.89,1.28869,0.81375,1.28211,0.89942,0.86456,0.90098,0.57293,1.21162,0.61721,1.26966,0.006007,0.006007,0.006007
123,6872.18,1.28381,0.80217,1.27808,0.90323,0.8584,0.90191,0.57227,1.21317,0.61636,1.27008,0.005974,0.005974,0.005974
