epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,12754.5,1.3334,0.89807,1.33285,0.88912,0.84817,0.88888,0.55014,1.24636,0.66771,1.31163,0.007228,0.007228,0.007228
86,12904,1.34478,0.89047,1.33796,0.87837,0.85302,0.89005,0.55381,1.24355,0.66562,1.30764,0.007195,0.007195,0.007195
87,13053.8,1.3354,0.88743,1.3363,0.89656,0.84384,0.89038,0.55604,1.23693,0.6673,1.30446,0.007162,0.007162,0.007162
88,13203.9,1.33978,0.89367,1.33339,0.89756,0.8479,0.89005,0.55493,1.23757,0.66419,1.30545,0.007129,0.007129,0.007129
89,13353.6,1.33322,0.88359,1.33237,0.89786,0.84453,0.8912,0.55796,1.23878,0.66275,1.30402,0.007096,0.007096,0.007096
90,13504.8,1.33287,0.88328,1.32812,0.90068,0.85149,0.89276,0.55863,1.23789,0.66215,1.3028,0.007063,0.007063,0.007063
91,13654.5,1.32886,0.8776,1.32263,0.89485,0.84896,0.88994,0.55569,1.24179,0.6626,1.30465,0.00703,0.00703,0.00703
92,13805.6,1.33586,0.88349,1.32378,0.90066,0.84888,0.89097,0.557,1.24294,0.66176,1.30397,0.006997,0.006997,0.006997
93,13956.4,1.33774,0.88746,1.33188,0.89713,0.84834,0.89154,0.55787,1.23788,0.66299,1.3014,0.006964,0.006964,0.006964
94,14106.3,1.33096,0.87684,1.32244,0.90742,0.84407,0.88991,0.55694,1.23448,0.66005,1.2979,0.006931,0.006931,0.006931
95,14256.8,1.33601,0.87856,1.32741,0.9018,0.84253,0.89086,0.5585,1.23387,0.65634,1.2975,0.006898,0.006898,0.006898
96,14407.4,1.32028,0.86475,1.31518,0.90008,0.84515,0.89255,0.55987,1.23237,0.6562,1.29496,0.006865,0.006865,0.006865
